1.424776896	9.1806E-38
1.457964213	4.3724E-38
1.491924562	2.4779E-38
1.52667595	1.5964E-38
1.562236801	1.1423E-38
1.59862597	8.2549E-39
1.635862753	4.9222E-39
1.673966891	3.0378E-39
1.712958589	2.1976E-39
1.75285852	1.6282E-39
1.79368784	1.2159E-39
1.835468197	1.2246E-41
1.878221744	1.1507E-41
1.921971149	1.0841E-41
1.966739608	1.0254E-41
2.012550858	9.7483E-42
2.05942919	9.3269E-42
2.107399458	8.9954E-42
2.156487097	8.7383E-42
2.206718135	8.5116E-42
2.258119203	8.2539E-42
2.310717556	7.9437E-42
2.364541083	7.5512E-42
2.41961832	7.1999E-42
2.475978471	6.9832E-42
2.533651418	6.6767E-42
2.592667741	6.2303E-42
2.653058731	5.8485E-42
2.714856407	5.5743E-42
2.778093536	5.3184E-42
2.842803648	5.0865E-42
2.909021051	4.9764E-42
2.976780856	4.8523E-42
3.046118989	2.2095E-42
3.117072216	1.7349E-42
3.189678155	1.3768E-42
3.263975303	1.0627E-42
3.340003055	8.0710E-43
3.41780172	6.1312E-43
3.497412549	4.7076E-43
3.578877753	3.6222E-43
3.662240525	2.6615E-43
3.747545065	2.0608E-43
3.834836603	1.5689E-43
3.924161423	1.1725E-43
4.015566884	9.0959E-44
4.109101453	7.3277E-44
4.204814721	5.9841E-44
4.302757438	4.8648E-44
4.402981534	3.9774E-44
4.505540149	3.2522E-44
4.610487661	2.6413E-44
4.717879714	2.1334E-44
4.82777325	1.7274E-44
4.940226535	1.4176E-44
5.055299193	1.2052E-44
5.173052239	3.0095E-45
5.293548104	2.7896E-45
5.41685068	2.5764E-45
5.543025341	2.3727E-45
5.672138987	2.1805E-45
5.804260077	2.0011E-45
5.939458662	1.8354E-45
6.077806427	1.6837E-45
6.219376725	1.5459E-45
6.364244619	1.4269E-45
6.51248692	1.3203E-45
6.664182227	1.2228E-45
6.819410972	1.1328E-45
6.97825546	1.0480E-45
7.14079991	9.6507E-46
7.307130507	8.8771E-46
7.477335442	8.1588E-46
7.651504958	7.4945E-46
7.829731404	6.8822E-46
8.012109278	6.3205E-46
8.198735277	5.8059E-46
8.389708355	5.3356E-46
8.585129767	4.9069E-46
8.785103128	4.5168E-46
8.989734467	4.1574E-46
9.199132283	3.8315E-46
9.4134076	3.5410E-46
9.632674031	3.2844E-46
9.857047833	3.0687E-46
10.08664797	2.8861E-46
10.32159618	2.7228E-46
10.56201705	2.5740E-46
