6.07644	2.6043E-44
6.18483	2.0404E-44
6.34775	1.6155E-44
6.50142	1.2790E-44
6.66574	1.0126E-44
6.85557	8.0734E-45
7.05814	6.4142E-45
7.2667	5.0961E-45
7.49699	4.0629E-45
7.73459	3.2393E-45
7.97142	2.5736E-45
8.2155	2.0447E-45
8.47587	1.6245E-45
8.75359	1.2952E-45
9.04981	1.0326E-45
9.37554	8.2612E-46
9.7231	6.6325E-46
10.0835	5.3063E-46
10.4791	4.2602E-46
10.9016	3.4442E-46
11.3528	2.7942E-46
11.8351	2.2590E-46
12.3378	1.8327E-46
12.9155	1.5025E-46
13.5625	1.2404E-46
14.2567	1.0311E-46
15.0021	8.5722E-47
15.8193	7.1761E-47
16.7157	6.0705E-47
17.7182	5.1893E-47
18.8394	4.5139E-47
20.0942	3.9816E-47
21.4326	3.5121E-47
22.8839	3.1087E-47
24.4844	2.8098E-47
26.2786	2.6390E-47
28.2925	2.5844E-47
30.4924	2.6115E-47
32.8634	2.6760E-47
35.3818	2.7709E-47
38.0538	2.8893E-47
40.97	3.0232E-47
44.1098	3.1634E-47
47.4901	3.3216E-47
51.0764	3.4999E-47
62.625	4.0516E-47
118.351	7.1263E-47
148.9950814	8.8842E-47
187.5736942	1.1076E-46
236.1412902	1.3808E-46
297.2842711	1.7214E-46
374.2587234	2.1461E-46
471.1638174	2.6755E-46
593.1601029	3.3355E-46
746.7443268	4.1583E-46
940.0954091	5.1841E-46
1183.51	6.4630E-46
1489.950814	8.0573E-46
1875.736942	1.0045E-45
2361.412902	1.2523E-45
2972.842711	1.5612E-45
3742.587234	1.9463E-45
4711.638174	2.4265E-45
5931.601029	3.0251E-45
7467.443268	3.7713E-45
9400.954091	4.7016E-45
11835.1	5.8615E-45
