5.10038	3.146419e-045
5.7575	2.062578e-045
6.24197	1.525479e-045
6.95193	1.062187e-045
7.8476	6.824348e-046
8.85867	4.384513e-046
9.73429	3.178216e-046
10.6965	2.496778e-046
12.9155	1.450681e-046
16.4579	7.321985e-047
18.5783	5.201843e-047
19.8722	4.428822e-047
21.8364	3.847272e-047
23.9948	3.479243e-047
25.6659	3.275547e-047
32.268	3.210334e-047
43.3937	3.342085e-047
58.3555	3.549918e-047
73.3664	4.005162e-047
101.356	5.415324e-047
166.81	8.260961e-047
278.256	1.260192e-046
531.063	2.303803e-046
897.876	3.808781e-046
1736.87	7.546216e-046
3844.11	1.653258e-045
10000	4.254230e-045
