-5.00E-01	-4.33E+01
-4.22E-01	-4.34E+01
-3.20E-01	-4.33E+01
-1.95E-01	-4.35E+01
-5.47E-02	-4.38E+01
7.03E-02	-4.42E+01
1.56E-01	-4.45E+01
3.28E-01	-4.46E+01
4.30E-01	-4.46E+01
7.03E-01	-4.44E+01
7.89E-01	-4.45E+01
8.83E-01	-4.47E+01
9.38E-01	-4.50E+01
9.53E-01	-4.54E+01
1.02E+00	-4.69E+01
1.06E+00	-4.84E+01
1.09E+00	-4.87E+01
1.17E+00	-4.89E+01
1.28E+00	-4.91E+01
1.38E+00	-4.92E+01
1.61E+00	-4.90E+01
1.84E+00	-4.88E+01
1.97E+00	-4.86E+01
2.20E+00	-4.85E+01
2.46E+00	-4.82E+01
2.72E+00	-4.80E+01
3.02E+00	-4.78E+01
3.24E+00	-4.75E+01
3.45E+00	-4.73E+01
3.80E+00	-4.70E+01
3.99E+00	-4.67E+01
